Category,Events,Gender,SZZ_Call,Buggy,Tech_Diversity,ComMitaka,Effort,Affiliated,Active,SZZ,,,,
Cat-3,Newton,neutral,22,52,5,416,2,yes,yes,15.65,,,,
Cat-3,Newton,female,22.03,52,5,415,2,yes,yes,14.84,,,,
Cat-3,Newton,neutral,22.09,52,5,413,3,yes,yes,17.57,,,,
Cat-3,Newton,neutral,21.91,51,5,411,3,yes,yes,17.69,,,,
Cat-3,Newton,neutral,21.91,51,5,411,3,yes,yes,16.97,,,,
Cat-3,Newton,neutral,22,51,5,408,4,yes,yes,17.23,,,,
Cat-3,Newton,neutral,22.03,51,5,407,4,yes,yes,17.23,,,,
Cat-3,Newton,neutral,22.06,51,5,406,2,yes,yes,15.65,,,,
Cat-3,Newton,neutral,21.88,50,5,404,4,yes,yes,17.1,,,,
Cat-3,Newton,male,21.88,50,5,404,2,yes,yes,16.27,,,,
Cat-3,Newton,male,21.91,50,5,403,4,yes,yes,17.69,,,,
Cat-3,Newton,male,21.94,50,5,402,2,yes,yes,16.97,,,,
Cat-3,Newton,neutral,22.09,50,5,397,2,yes,yes,17.23,,,,
Cat-3,Newton,neutral,22.13,50,5,396,5,yes,yes,17.23,,,,
Cat-3,Newton,male,21.91,49,5,395,4,yes,yes,15.65,,,,
Cat-3,Ocata,male,21.79,102,5,830,7,yes,yes,14.98,,,,
Cat-3,Ocata,neutral,21.85,82,5,664,4,yes,yes,15.38,,,,
Cat-3,Ocata,female,21.82,78,5,633,4,no,yes,17.77,,,,
Cat-3,Ocata,female,21.8,75,5,610,5,no,yes,17.18,,,,
Cat-3,Ocata,female,21.9,75,5,605,4,no,yes,18.21,,,,
Cat-3,Ocata,female,21.79,73,5,594,2,no,yes,16.49,,,,
Cat-3,Ocata,male,21.81,73,5,593,2,no,yes,17.93,,,,
Cat-3,Ocata,female,21.93,71,5,571,2,yes,yes,17.96,,,,
Cat-3,Ocata,male,21.87,70,5,566,2,yes,yes,18,,,,
Cat-3,Ocata,male,21.8,69,5,561,2,yes,yes,17.4,,,,
Cat-3,Ocata,female,21.88,67,5,541,2,yes,yes,17.3,,,,
Cat-3,Ocata,female,21.86,65,5,526,1,yes,yes,17.41,,,,
Cat-3,Ocata,male,21.81,64,5,520,5,yes,yes,16.78,,,,
Cat-3,Ocata,male,21.98,64,5,513,2,no,yes,16.83,,,,
Cat-3,Ocata,neutral,21.97,62,5,497,2,no,yes,16.84,,,,
Cat-3,Ocata,male,21.92,60,5,483,5,no,yes,17.06,,,,
Cat-3,Ocata,male,21.92,59,5,475,5,yes,yes,16.7,,,,
Cat-3,Ocata,neutral,22,58,5,464,5,yes,yes,17.33,,,,
Cat-3,Ocata,neutral,21.92,57,5,459,6,no,yes,17.36,,,,
Cat-3,Ocata,neutral,21.97,57,5,457,4,no,yes,17.56,,,,
Cat-3,Ocata,neutral,21.97,57,5,457,5,no,yes,15.95,,,,
Cat-3,Ocata,neutral,21.92,56,5,451,2,yes,yes,16.77,,,,
Cat-3,Ocata,male,21.92,56,5,451,4,yes,yes,16.33,,,,
Cat-3,Ocata,male,21.92,56,5,451,5,yes,yes,17.07,,,,
Cat-3,Ocata,male,21.97,56,5,449,5,yes,yes,16.27,,,,
Cat-3,Ocata,female,22.03,55,5,439,1,yes,yes,15.42,,,,
Cat-3,Ocata,male,21.86,54,5,437,2,yes,yes,16.87,,,,
Cat-3,Ocata,male,21.89,54,5,436,4,yes,yes,16.04,,,,
Cat-3,Ocata,male,21.89,54,5,436,2,yes,yes,19.14,,,,
Cat-3,Ocata,male,22.03,53,5,423,4,yes,yes,17.05,,,,
Cat-3,Ocata,neutral,22.03,53,5,423,2,yes,yes,17.48,,,,
Cat-3,Ocata,neutral,21.88,52,5,420,2,yes,yes,17.57,,,,
Cat-3,Ocata,neutral,22.03,52,5,415,2,yes,yes,18.48,,,,
Cat-3,Ocata,neutral,21.88,51,5,412,2,yes,yes,16.89,,,,
Cat-3,Ocata,neutral,22.03,51,5,407,1,yes,yes,16.66,,,,
Cat-3,Ocata,male,22.09,51,5,405,1,yes,yes,18.09,,,,
Cat-3,Ocata,neutral,21.88,50,5,404,3,yes,yes,15.04,,,,
Cat-3,Ocata,neutral,21.88,50,5,404,4,yes,yes,16.21,,,,
Cat-3,Ocata,neutral,21.91,50,5,403,2,yes,yes,17.57,,,,
Cat-3,Ocata,neutral,21.94,50,5,402,2,yes,yes,16.56,,,,
Cat-3,Ocata,neutral,21.94,50,5,402,2,yes,yes,17.11,,,,
Cat-3,Ocata,neutral,21.94,50,5,402,2,yes,yes,16.4,,,,
Cat-3,Ocata,neutral,22.06,50,5,398,4,yes,yes,14.93,,,,
Cat-3,Ocata,neutral,22.06,50,5,398,5,yes,yes,16.54,,,,
Cat-3,Ocata,neutral,22.06,50,5,398,1,yes,yes,16.58,,,,
Cat-3,Ocata,neutral,22.13,50,5,396,2,yes,yes,16.66,,,,
Cat-3,Ocata,male,21.91,49,5,395,3,yes,yes,16.24,,,,
Cat-3,Ocata,male,21.97,49,5,393,3,yes,yes,18.33,,,,
Cat-3,Ocata,male,21.97,49,5,393,3,yes,yes,15.54,,,,
Cat-3,Ocata,male,22,49,5,392,2,yes,yes,16.05,,,,
Cat-3,Ocata,male,22,49,5,392,2,yes,no,16.82,,,,
Cat-3,Ocata,male,22.03,49,5,391,3,yes,yes,16.79,,,,
Cat-3,Ocata,male,22.03,49,5,391,2,yes,yes,17.68,,,,
Cat-3,Ocata,male,22.06,49,5,390,2,yes,yes,16.19,,,,
Cat-3,Ocata,male,22.1,49,5,389,3,yes,yes,18.14,,,,
Cat-3,Ocata,male,22.13,49,5,388,3,yes,yes,16.55,,,,
Cat-3,Ocata,male,21.94,48,5,386,4,yes,yes,18.18,,,,
Cat-3,Ocata,neutral,21.97,48,5,385,2,yes,yes,17.11,,,,
Cat-3,Ocata,neutral,22.03,48,3,383,3,yes,yes,17.79,,,,
Cat-3,Ocata,neutral,22.03,48,3,383,5,yes,yes,17.96,,,,
Cat-3,Ocata,neutral,22.13,48,3,380,5,yes,no,15.65,,,,
Cat-3,Pike,female,21.68,135,3,1108,4,yes,yes,16,,,,
Cat-3,Pike,female,21.78,110,3,896,4,yes,yes,17.14,,,,
Cat-3,Pike,male,21.77,99,3,807,2,yes,yes,16.57,,,,
Cat-3,Pike,male,21.81,98,3,796,2,yes,yes,18.87,,,,
Cat-3,Pike,male,21.79,97,3,789,3,yes,yes,17.34,,,,
Cat-3,Pike,female,21.82,88,3,714,2,yes,yes,14.23,,,,
Cat-3,Pike,female,21.87,82,3,663,3,yes,yes,16.15,,,,
Cat-3,Pike,female,21.73,80,3,654,3,yes,yes,17.79,,,,
Cat-3,Pike,male,21.86,80,3,647,2,yes,yes,17.83,,,,
Cat-3,Pike,male,21.77,79,3,644,4,yes,yes,17.81,,,,
Cat-3,Pike,female,21.76,76,3,620,3,yes,yes,13.45,,,,
Cat-3,Pike,male,21.8,69,3,561,3,yes,yes,18.61,,,,
Cat-3,Pike,male,21.84,69,3,559,3,yes,yes,17.08,,,,
Cat-3,Pike,female,21.87,69,3,558,5,yes,yes,14.09,,,,
Cat-3,Pike,female,21.81,66,3,536,3,yes,yes,17.5,,,,
Cat-3,Pike,male,21.86,65,3,526,2,yes,yes,16.91,,,,
Cat-3,Pike,male,21.95,65,3,522,2,yes,yes,18.95,,,,
Cat-3,Pike,neutral,21.98,65,3,521,2,yes,yes,17.65,,,,
Cat-3,Pike,neutral,21.88,62,3,501,1,yes,yes,18.82,,,,
Cat-3,Pike,neutral,21.9,62,3,500,2,yes,yes,16.59,,,,
Cat-3,Pike,neutral,21.85,61,3,494,2,yes,yes,18.86,,,,
Cat-3,Pike,neutral,21.97,61,3,489,2,yes,yes,17.12,,,,
Cat-3,Pike,neutral,21.85,60,3,486,2,yes,yes,17.19,,,,
Cat-3,Pike,neutral,21.85,60,3,486,2,yes,yes,17.76,,,,
Cat-3,Pike,neutral,21.82,59,3,479,1,no,yes,17.51,,,,
Cat-3,Pike,neutral,22,59,3,472,4,no,yes,16.12,,,,
Cat-3,Pike,neutral,22.03,58,3,463,5,no,yes,17.02,,,,
Cat-3,Pike,neutral,21.89,57,3,460,4,yes,yes,12.11,,,,
Cat-3,Pike,neutral,22,57,3,456,5,yes,yes,17.27,,,,
Cat-3,Pike,neutral,22,57,3,456,3,yes,yes,16.92,,,,
Cat-3,Pike,neutral,22.03,57,3,455,2,yes,yes,17.64,,,,
Cat-3,Pike,neutral,21.92,55,3,443,4,yes,yes,17.85,,,,
Cat-3,Pike,male,21.94,55,3,442,2,yes,yes,17.78,,,,
Cat-3,Pike,male,22.06,55,3,438,4,yes,yes,17.51,,,,
Cat-3,Pike,male,22.06,55,3,438,5,yes,yes,17.11,,,,
Cat-3,Pike,male,21.94,54,3,434,5,yes,yes,17.62,,,,
Cat-3,Pike,male,21.94,53,3,426,4,yes,yes,12.9,,,,
Cat-3,Pike,male,21.97,53,3,425,2,yes,yes,16.37,,,,
Cat-3,Pike,male,21.97,53,3,425,2,no,yes,17.25,,,,
Cat-3,Pike,male,22.06,53,3,422,2,yes,yes,16.85,,,,
Cat-3,Pike,male,22.06,53,3,422,4,yes,yes,19.11,,,,
Cat-3,Pike,male,21.88,52,3,420,2,yes,yes,18.34,,,,
Cat-3,Pike,neutral,21.91,52,3,419,4,yes,yes,17.28,,,,
Cat-3,Pike,neutral,22,52,3,416,2,yes,yes,17.64,,,,
Cat-3,Pike,neutral,22,52,3,416,4,no,yes,16,,,,
Cat-3,Pike,neutral,22.03,52,3,415,2,yes,yes,19.02,,,,
Cat-3,Pike,neutral,22.06,52,3,414,5,yes,yes,16.18,,,,
Cat-3,Pike,neutral,21.88,51,3,412,2,yes,yes,17.77,,,,
Cat-3,Pike,neutral,21.94,51,3,410,2,yes,yes,17.59,,,,
Cat-3,Pike,male,21.97,51,3,409,4,yes,yes,17.72,,,,
Cat-3,Pike,male,22,51,3,408,2,yes,no,18.19,,,,
Cat-3,Pike,male,22.03,51,3,407,2,yes,yes,17.37,,,,
Cat-3,Pike,neutral,22.03,51,3,407,5,yes,yes,17.77,,,,
Cat-3,Pike,neutral,22.06,51,3,406,5,yes,yes,17.34,,,,
Cat-3,Pike,neutral,22.06,51,3,406,2,yes,yes,17.43,,,,
Cat-3,Pike,male,22.09,51,3,405,3,yes,yes,15.28,,,,
Cat-3,Pike,neutral,21.91,50,3,403,2,yes,yes,16.07,,,,
Cat-3,Pike,neutral,21.94,50,3,402,8,yes,yes,16.89,,,,
Cat-3,Pike,neutral,21.97,50,3,401,4,yes,yes,15.32,,,,
Cat-3,Pike,neutral,22.06,50,3,398,1,yes,yes,12.8,,,,
Cat-3,Pike,male,22.09,50,3,397,4,yes,yes,11.89,,,,
